paper,date,issn,textid,lbl,no,url
Ilmarinen,,1458-0888,,(Lähet.) Runoilu. Wiipurin suomalaisen Lyseon perustamisen ja avaamisen johdosta. Jopa on unesta noussut H.M.,75,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431505
Ilmarinen,,1458-0888,,"(Lähetetty) Helise, lauluni! Mikä taitaa suloisemmin E-d R-l-der.",35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431431
Ilmarinen,,1458-0888,,(Lähetetty) Nytt on suvi. Nytt on suvi suomeamme V.P-nen,26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431385
Ilmarinen,,1458-0888,,(Lähetetty) Saloilla Suomen maan. Savossa lauloi Savotar W.K-rg.,44,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431413
Ilmarinen,,1458-0888,,(Pojan syntymisen johdosta:) Lienee nyt ilo isällä Minä meiltä,67,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431599
Ilmarinen,,1458-0888,,Aattehet. Oi jalot aattehet Eo.,101,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431273
Ilmarinen,,1458-0888,,Armaansa kadottanut. Kyynel vuotaa silmästäni J.F.H-g-s.,33,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431100
Ilmarinen,,1458-0888,,Auringon sappi. Tuo Katri hän on ihme vallan,5,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431398
Ilmarinen,,1458-0888,,Aurinko. Kultiansa maille laski Aalto,130,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123053
Ilmarinen,,1458-0888,,"Broman, D.: Suomen kesä. Siis muistuu mieleheni nyt",52,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431559
Ilmarinen,,1458-0888,,"Byman, Evert: Tanssityttö ja kirkkotyttö. Kerran katsoin katkerasti",29,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431410
Ilmarinen,,1458-0888,,Elias Lönnrotin juhlassa Haminassa 18 17/IV 82. Oli ennen onnen tuova 0. Wrn,47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=22901
Ilmarinen,,1458-0888,,Elohon maa. Himojen liekki Eo.,20,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431571
Ilmarinen,,1458-0888,,"Erikäinen, Jaakko: (Läh.) Runo. Taidosta talon isännän",145,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122999
Ilmarinen,,1458-0888,,Erkko: Laulu Wuokselta. Mahtavasti,23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431429
Ilmarinen,,1458-0888,,"Erkko: Runo, omistettu Suomalaiselle koulukokoukselle Wiipurissa tammikuun 15 p. 1879. Ei vaan leiväst elä ihmissuku",5,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431527
Ilmarinen,,1458-0888,,Eräiden kirkkoretki. Tuolla miehuu miestä joukko -nn.,13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431211
Ilmarinen,,1458-0888,,"Eräistä tehtaista. Maa se pyörii, vesi pauhaa A.G.K-n v. 1862.",10,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=18638
Ilmarinen,,1458-0888,,"Eräs pohjalainen ylioppilas on sepustanut Pielisjoen kanavan avaus-juhlaan seu- raavan runon. Karjalassa kannel kaikui, sulo soitto Suomenmaan",57,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431534
Ilmarinen,,1458-0888,,Erään lempivän huokaus. Oi neiti hieno hempukka E.,18,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431250
Ilmarinen,,1458-0888,,Eräästä kasvista. I. Paimenet naurishaudalla. II. Nauriin etuisuus. Katsopa liek- kien leimua o.,98,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431585
Ilmarinen,,1458-0888,,"Hanen Majesteetinsa Keisarin Suomen Suuriruhtinaan, Aleksander II 25 hallitus- vuoden riemujuhlalle maaliskuun 2 p:na 1880. 1. II. III. IV. Kansa, viel on muistossas",18,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431302
Ilmarinen,,1458-0888,,Ikävissään. Kiikuttele tuuli Aalto,124,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=47876
Ilmarinen,,1458-0888,,Illalla. Oi! tuleen haihtuu lauluin tuo Kaappo,8,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431205
Ilmarinen,,1458-0888,,Illalla. On tuuli taivon hiljennyt A.K.s.n.,71,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431282
Ilmarinen,,1458-0888,,"Ilm. Toimitukselle! Suuriruhtinaallemme. Terve, Suuriruhtinaamme r.n.",90,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=96459
Ilmarinen,,1458-0888,,Ilmariselle! Kuulinpahan kummallista Antero,29,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=48086
Ilmarinen,,1458-0888,,Ilo Ja suru. L. f. F. Miks otsaas peittää pilvi pimeänä,95,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114744
Ilmarinen,,1458-0888,,Iltalaulu neidolle. Hiljaan tuuli tuuvittaapi Aalto,128,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123052
Ilmarinen,,1458-0888,,Jos kerrankaan. Waeltaa jos vaan S.G.,31,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431607
Ilmarinen,,1458-0888,,"Jos naida mielit. Jos naida mielit, tämä mielees painat W.K-rg.",76,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431148
Ilmarinen,,1458-0888,,Jos oisit. Jos kukka oisit. Minä perho,12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=96552
Ilmarinen,,1458-0888,,Jos. Oi jos suotu mulle oisi Aalto,113,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114780
Ilmarinen,,1458-0888,,Jouluyönä. On jouluyö ja rauhaa Aalto,150,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107294
Ilmarinen,,1458-0888,,Juoru-akka. Talosta ma toiseen käyn -yhä,26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=13886
Ilmarinen,,1458-0888,,Kaikk katoovaist on. Kaikk katoovaist on tomun maailmassa L.G.,25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=369234
Ilmarinen,,1458-0888,,Kaksi koiraa. Kuin olin vielä nuori mies H.M.,100,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=17830
Ilmarinen,,1458-0888,,Kaksi pisaraa. (Schack Staffeldtin mukaan.) Yön kuutamossa valahtaa,91,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123045
Ilmarinen,,1458-0888,,"Kaksonen, A.: Järven rannalla. Oi, vesi kuvastaapi vaan",46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122789
Ilmarinen,,1458-0888,,Kammarissa. Arvaas veikko A.J.P.,101,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=90017
Ilmarinen,,1458-0888,,Kansan antimet. Kun kansa kerran kiitti,13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431430
Ilmarinen,,1458-0888,,"Kapakka keksinnöitä. Maako pyörii, elä puhu 0. Wrn.",1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431133
Ilmarinen,,1458-0888,,"Karjalan laulu. Sä synnyin seutu, sä Karjalan maa D.B.",56,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431306
Ilmarinen,,1458-0888,,"Karjalan laulu. Sä syntymä-seutu, se Karjalan maa",50,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431427
Ilmarinen,,1458-0888,,Kauko: Karkuri. Oon rauhatoinna kulkenut,77,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431538
Ilmarinen,,1458-0888,,Kauko: Kesä-iltana. Luonnon helma vihannoipi,72,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431608
Ilmarinen,,1458-0888,,Kauko: Runo. Lausuttu joulupuulla Kurkijoen kansakoululaisille. Taas jo joutui juhla meille,103,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431630
Ilmarinen,,1458-0888,,"Kehoitus. Herää, suomalainen herää Aalto",115,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=96487
Ilmarinen,,1458-0888,,Kerjäläispojan laulu. Kulkijaksi luotu oon Aalto,125,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=13243
Ilmarinen,,1458-0888,,Kesä. Joutui aika Kyntömies,75,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107478
Ilmarinen,,1458-0888,,"Kesäkuun 30 p. 1881. (Suomal. kirjall.seuran 50 vuotisen juhlan johdosta.) Nyt on juhla, juhla riemuinen 0. Wrn",54,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=450439
Ilmarinen,,1458-0888,,Kesän enteitä. Talvi on jo kadonnut A.P.,49,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=13242
Ilmarinen,,1458-0888,,"Kesän toiveita. Joudu kesä, tule suvi Gabriel L.",35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=451112
Ilmarinen,,1458-0888,,"Kettunen, M.: Heikki Jaatisen haudalla kesäkuun 23 p. 1882. Sä synnyinmaasi po- vessa",84,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=48083
Ilmarinen,,1458-0888,,Kevätlaulu. Aurinko nyt taivahalla Ruuti E.,46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431439
Ilmarinen,,1458-0888,,Keväällä. Luonnon kevät kaunistavi Luojan luomaa luontoa J. 0-n,39,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=442208
Ilmarinen,,1458-0888,,"Kolme ohjetta. (F.B.) Ole uuras, niin on sulla",64,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123025
Ilmarinen,,1458-0888,,Kolme vastausta. Miks ensi täht on viimeisenä Salopaimen,53,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114664
Ilmarinen,,1458-0888,,Kotiseutu. (F.M.C.) Miss päilyy päivyt kirkkain,80,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=97971
Ilmarinen,,1458-0888,,Kreeta Haapasalon runo vanhenemisesta. Mitäpäs mä vanha ämmä,77,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=91040
Ilmarinen,,1458-0888,,"Kultaa! Kultaa, tyttöni, kultaa sulta mä kaipaan Eo.",99,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431196
Ilmarinen,,1458-0888,,Kun päivä leimu lakkaa. (HJ. Edgren.) Kun päivän leimu lakkaa-,31,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11114
Ilmarinen,,1458-0888,,Kuolon toivojalle. Sä kurja äiti lapselles W.K-rg.,92,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431088
Ilmarinen,,1458-0888,,Kustaa Adolfin muistojuhlassa Wiipurissa. Hän noussut onko? Taasko valtavasti,136,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114669
Ilmarinen,,1458-0888,,Kuulle. Miksi yksin taivahalla,122,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123049
Ilmarinen,,1458-0888,,Kyntömiehen mietteitä. Kyntömiesi mietiskelee Kyntömies,45,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123042
Ilmarinen,,1458-0888,,Lapsuuteni. Lapsuuteni ajoista A.J.,96,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123071
Ilmarinen,,1458-0888,,Lepo. Kaikki luodut laatuinensa -yhä,65,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=101446
Ilmarinen,,1458-0888,,Leskivaimon valitus. En mä kovin siitä surrut,28,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431423
Ilmarinen,,1458-0888,,Liika ryyppy. Älä liioin nautitse K-ks-n.,9,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431136
Ilmarinen,,1458-0888,,"Lindh, A.: Kehoitus. (Uuden kouluasetuksen johdosta) On rauhan kansa Suomen vaan)",92,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431088
Ilmarinen,,1458-0888,,Luonnon huone. Jo soi suvi suloinen A.K-ks-n.,61,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431123
Ilmarinen,,1458-0888,,"Luonnon tunteet. Kaks on valtaa, sanotaan -m-s.",152,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123055
Ilmarinen,,1458-0888,,Luostariin paennut. Missä meri vaahtoisana Mukaillut J.E. Meai,32,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122997
Ilmarinen,,1458-0888,,Lähet.) Sekalia. Kapteinin nimi oli Westeriplummi K. (Näyte Lounais-Suomen rantamaan kielestä.,35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431268
Ilmarinen,,1458-0888,,M. Rouhiais-vainajan haudalla (Kansak:opettaja Wiipurissa.) Luojan vanha sääntö muuttumaton -yhä,43,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122961
Ilmarinen,,1458-0888,,Maan ja taivahan tähdet. Talvi-illalla Eo.,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431619
Ilmarinen,,1458-0888,,Malinen: (Lähetetty) Suomen kansa. Yöllä synkän korwen halki,27,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431418
Ilmarinen,,1458-0888,,Mamman manaus. Tyttö. Oi tuon mamman kapinoita K.F.W:n.,15,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431188
Ilmarinen,,1458-0888,,Matille: Oi vanha Matti kuitenkin A.J.P.,46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107474
Ilmarinen,,1458-0888,,"Merikuutamossa. Matkalla, min silmä kantaa",51,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107837
Ilmarinen,,1458-0888,,Merimiehen morsian. Keväällä laivat rannikolla -o.,30,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=369207
Ilmarinen,,1458-0888,,Mietteitä. Kerran mietin itsekseni A.P.,150,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=87060
Ilmarinen,,1458-0888,,Miksi? Miksi Suomi mulle kallis? Aalto,123,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=96946
Ilmarinen,,1458-0888,,Muistojen kyynelet. Mun kasvoilleni käyvät A-ks-n.,66,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122790
Ilmarinen,,1458-0888,,Murheinen. Miksi huokaat rinta? Aalto,126,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123050
Ilmarinen,,1458-0888,,Muutos. Kukka kukatt ennen aina lemmin leikitsin Eo.,46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431592
Ilmarinen,,1458-0888,,Mässääville suunsoittajille. Tulta kurkkuhun,49,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431156
Ilmarinen,,1458-0888,,Narrin lempilaulu. Kun lauloi narri milloin,18,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431425
Ilmarinen,,1458-0888,,Narrin lempilaulu. Kun lauloi narri milloin D.B.,55,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431375
Ilmarinen,,1458-0888,,Neuvoja Suomen Neidoille. Neito nuori suomalainen Liine,46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431270
Ilmarinen,,1458-0888,,"Nuori luistaja. (18 12/XI 79.) On kirkas, liukas luistinjää Eo.",95,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431504
Ilmarinen,,1458-0888,,Nuoruuteni. Nuoruuden ikä ihana J.0:va,51,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107475
Ilmarinen,,1458-0888,,Onnellista uutta vuotta! Taas on vuosi vierähtänyt E.C.,2,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=48313
Ilmarinen,,1458-0888,,Orpo. Olen poika raukka Karri Ukko,135,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123054
Ilmarinen,,1458-0888,,Orvon nuoruus. Mä armaat nuoruun aikani W.K-rg.,57,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431166
Ilmarinen,,1458-0888,,Paimenen elämä. Aamusilla aikaiseen A.L.,25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=369234
Ilmarinen,,1458-0888,,"Palanen luonnonlakia. Jos näet hoikan, pulskan nuorukaisen W.K-rg.",32,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431165
Ilmarinen,,1458-0888,,Palkka-piika. Palkka-piika olen vaan -yhä.,93,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=60666
Ilmarinen,,1458-0888,,Pauhaaville kieliniekoille omistettu. Pieksä kieltäsi A-ks-n.,76,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431148
Ilmarinen,,1458-0888,,"Peräkylä, M.: Ikävistä yö-ajoista. Tule Päiviö perille",11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=451956
Ilmarinen,,1458-0888,,"Peräkylä, M.: Vuoden aluksi. Terve, seppä selväpäinen",5,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=440919
Ilmarinen,,1458-0888,,Pietan Brahen Juhlassa Wiipurissa lokak. 31 p. 1880. Ei suomalainen syntyään,87,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431320
Ilmarinen,,1458-0888,,"Pikku Anni. (Tosi tapaus.) Joulu-aatto, aika armas 0.",3,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431525
Ilmarinen,,1458-0888,,Pikku Armas. Pikku Armas riemuellen Aalto,127,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123051
Ilmarinen,,1458-0888,,Pilvi. Taivahalla siintävälle Aalto,103,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=92622
Ilmarinen,,1458-0888,,Pohjatuulelle. Syys muita uhkaa Pohjolasta,37,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431384
Ilmarinen,,1458-0888,,Poika haudalla. Jo ilta katoaapi V.B.,26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431113
Ilmarinen,,1458-0888,,"Pulkkinen, A.J.: Juomarit! Juomarit viinoa viljalta haaskaa",46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107474
Ilmarinen,,1458-0888,,"Pulkkinen, A.J.: Mikkelin ... Porrassalmen tappelun perästä. Ol Porrassalmen tappelu",42,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123041
Ilmarinen,,1458-0888,,Purun ruusu. (G.) Vikevän virran varrella,113,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=58676
Ilmarinen,,1458-0888,,Rakkauden kulot. Impi silmätuluksillaan säkeniä iskeili Manu,84,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431131
Ilmarinen,,1458-0888,,Rauhan enkeli. Synkkä yö jo peitti maata Aalto,111,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=47875
Ilmarinen,,1458-0888,,"Runebergille sairaana. (Toukokuun 1 päivä.) Viivy vielä, viivy vielä Liine Oi.",34,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431265
Ilmarinen,,1458-0888,,Runo Kivijärven kuivaamisesta P. Johanneksessa. Eräs mies mietiskeli Kyntömies II,118,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123073
Ilmarinen,,1458-0888,,Runo pojille. Sanosin minä sanasen Kyntömies II,107,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123072
Ilmarinen,,1458-0888,,"Runo, joka lausuttiin Karjalan kansanhuvissa 10 p. heinäk. 1887. Taas on aika armahampi Kyntömies II",110,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=91521
Ilmarinen,,1458-0888,,"Runo, joka lausuttiin joulukuuta poltaessa Kaijalan kansakoulussa 1886. Katso, armas kansalainen Kyntömies",11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=92922
Ilmarinen,,1458-0888,,"Runo, jonka pastori Rytkönen on sepittänyt Pielisen kanavan avausjuhlaan. Nyt päivä armas pohjolassa korkeimmillaan paistaapi",56,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431440
Ilmarinen,,1458-0888,,"Runo, lausuttu Agricolan-iltamassa Viipurissa 18 11/12 27. Sointuvan kuoron lau- lamana kaikuu",146,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=87059
Ilmarinen,,1458-0888,,Runo. (Juoppoudesta.) Jo sydammessani syvempi P.H.T.,66,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431364
Ilmarinen,,1458-0888,,Runo. Huone kasvoi kalliolle Kyntömies II,119,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123074
Ilmarinen,,1458-0888,,Runo. Jos ei pilaisi pesääni Kyntömies II,147,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123075
Ilmarinen,,1458-0888,,Runo. Viina kirkas kiitettynä Kyntömies II,145,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=117964
Ilmarinen,,1458-0888,,Runolliset hetket. Jos metsä-mailla astelen A.K.,56,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431138
Ilmarinen,,1458-0888,,Runoutta Wesilahdella. ( Joutilas niminen runoilija) G.A.H.,70,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431634
Ilmarinen,,1458-0888,,"Sammunut koi. Mä äsken lauloin, riemuitsin K.M.",12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431478
Ilmarinen,,1458-0888,,"Siitonen, J.: Ihminen. Kun aurinkoinen luopi",26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=95821
Ilmarinen,,1458-0888,,"Siitonen, J.: Kalastaja. Paistehessa aurinkoinen",34,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123040
Ilmarinen,,1458-0888,,"Siitonen, J.: Keväällä. Talven unelmista herää",43,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107291
Ilmarinen,,1458-0888,,"Siitonen, J.: Myrskytuuli. Tuuli varmaan tuntematta",28,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123038
Ilmarinen,,1458-0888,,"Siitonen, J.: Suomen laulu. Onko Suomen sulo laulu",31,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123039
Ilmarinen,,1458-0888,,"Siitonen, J.: Äiti murheissaan. Järven helmahan jo laski",27,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123037
Ilmarinen,,1458-0888,,Suomen aamu. Yö kolkko kaiken maamme peitti A.k.s-n.,103,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=431116
