paper,date,issn,textid,lbl,no,url
Suomen Kuvalehti,,1458-669X,,Erkko: Enkel armahani. Mä enkeliksi tulla himoitsin,67,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=75711
Suomen Kuvalehti,,1458-669X,,"Erkko: Hurjan viisastelua. Ken moittii, sano, ken",69,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122785
Suomen Kuvalehti,,1458-669X,,"Erkko: Häälyvät saaret. Oi, maailma, mun mereni",70,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=3520
Suomen Kuvalehti,,1458-669X,,Erkko: Lyhyt kesä. On lyhyt kesä Pohjolassa,36,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=31556
Suomen Kuvalehti,,1458-669X,,Erkko: Maapallo. Mun sydämeni kiveä lie raskahinta varmaan,72,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10567
Suomen Kuvalehti,,1458-669X,,Erkko: Niittypuro. Näin moititaan: voi kuink on murheinen,111,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=5938
Suomen Kuvalehti,,1458-669X,,Erkko: Pojan laulu. En lempiä mä tahtois,51,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122781
Suomen Kuvalehti,,1458-669X,,Erkko: Syksyn tullen. I. Jos olet mun II. Syys lähestyy,66,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=3969
Suomen Kuvalehti,,1458-669X,,Erkko: Tomussa. Mudassa uivat helmisimpukat,89,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11025
Suomen Kuvalehti,,1458-669X,,Erkko: Vasen puoli. Kun kunnia-merkkejä annetaan,116,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=19387
Suomen Kuvalehti,,1458-669X,,"Eräissä häissä. Kerran taivaan tuli, kerrotaan P.C.",92,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=12547
Suomen Kuvalehti,,1458-669X,,Etkös oisi mulle aurinkoinen? Loisti aamusella aurinkoinen T-o.,56,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=84936
Suomen Kuvalehti,,1458-669X,,"Haudan partaalla. Lapioi, lapioi!",57,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=44035
Suomen Kuvalehti,,1458-669X,,Hauta. Kuumotappa nyt heleästi tänne K.K.,26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11473
Suomen Kuvalehti,,1458-669X,,Helmi ja isänsä. Isän polvilla Helminen kiikkuu,61,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122784
Suomen Kuvalehti,,1458-669X,,Helmi. Yöllä raivos syksyn myrsky S.,95,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10591
Suomen Kuvalehti,,1458-669X,,Helmin lähtö. Syys itki kesän lähtemistä,55,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122782
Suomen Kuvalehti,,1458-669X,,Hiljaa. Hiljaa: Armahani nukkuu - Hiljaa!,63,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107401
Suomen Kuvalehti,,1458-669X,,Huoli. Voi miks on ihmis-ilot Hanna S.,48,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=118900
Suomen Kuvalehti,,1458-669X,,Hyvää huomenta. Nouse aurinkoinen Samuli S.,80,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10586
Suomen Kuvalehti,,1458-669X,,Ihmis-seuroissa. Jos koittaisit taas mennä seuroihin!,62,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10564
Suomen Kuvalehti,,1458-669X,,Ilta on. Ilta on M.B.,79,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=14719
Suomen Kuvalehti,,1458-669X,,Iltahetki. Mä kaukaa laulua kuulen bs.,50,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10563
Suomen Kuvalehti,,1458-669X,,"Isänmaalleni. Mun maani, synnyinmaani N.U.",166,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122877
Suomen Kuvalehti,,1458-669X,,"Isänmaani. Jos minne kuljen, mistä lähden Erkko.",12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10519
Suomen Kuvalehti,,1458-669X,,Jos oisin --- Jos virtana vierivä oisin L.Ä.,120,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11038
Suomen Kuvalehti,,1458-669X,,Jukka. Hyvät lapset kaiken kesää O.Wrn.,181,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=99280
Suomen Kuvalehti,,1458-669X,,"Kaarle herttuan runo. Hyvä herra, hertta Kaarle",191,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=101884
Suomen Kuvalehti,,1458-669X,,Kaikkein vaikein. Ma kuulin: lemmen lahja suurin on,61,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122784
Suomen Kuvalehti,,1458-669X,,Kaks kaunotarta. Kaks istuu kaunotarta S.,109,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11034
Suomen Kuvalehti,,1458-669X,,Kaksi unta. Mä unissani kerran itkin K-i.,90,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10589
Suomen Kuvalehti,,1458-669X,,Kangastus. Mi siintää kaunis kaukana A.B.,71,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10566
Suomen Kuvalehti,,1458-669X,,Kastevirsi. Otettu kasteen kautta sisään,156,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122874
Suomen Kuvalehti,,1458-669X,,"Keisari Aleksanteri II:n 25:nä hallitus-vuosipäivänä. Autio, kolkko on maa, jos ei eloon virvoita Lämpö",173,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11062
Suomen Kuvalehti,,1458-669X,,"Kerran sydämmelleni. Sydän, sydän kurja! 0. Wrn.",23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=102485
Suomen Kuvalehti,,1458-669X,,"Kesäpoimintoja. Kauanko, niittäjä armoton, niität Eo.",153,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122873
Suomen Kuvalehti,,1458-669X,,Kesäpoimintoja. Tääll oisi luonto kanssa Luojansa Eo.,157,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=64251
Suomen Kuvalehti,,1458-669X,,Kolme maljaa. Vielä sulo Suomessamme. 0. Wrn.,31,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=38982
Suomen Kuvalehti,,1458-669X,,Kostia: Aarteeni. On kulta kalliiks arvattu,186,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107443
Suomen Kuvalehti,,1458-669X,,"Kostia: Kultani laulu. Mik on se ääni vieno, hento",108,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11033
Suomen Kuvalehti,,1458-669X,,Kostia: Runon päitä. Rakas on mulle synnyinseutu,188,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=16816
Suomen Kuvalehti,,1458-669X,,Kostia: Suomen-kieli. Kosken kuohun kaltaisena,156,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=119361
Suomen Kuvalehti,,1458-669X,,"Kun kerta väsyn. Kun kerta väsyn, enkä jaksa laulaa Erkko",6,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=4173
Suomen Kuvalehti,,1458-669X,,Kuusi. Kas korven lasta tuolla S.,104,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=9007
Suomen Kuvalehti,,1458-669X,,Köyhän kiitos. Tuli köyhä käypäläinen P.P.,158,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122875
Suomen Kuvalehti,,1458-669X,,Lapsen haudalla. (Kuvaan tyhjä kehto.) Ah autuasta! Näin hän pääsi varhain,176,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=99655
Suomen Kuvalehti,,1458-669X,,Lapsen osa. Naapurihin Tuomas aamull astui Erkko,10,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=111502
Suomen Kuvalehti,,1458-669X,,Lauluja Selmalle. (Hafisin mukaan.) Huonehessa vieras sua S-.,182,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10663
Suomen Kuvalehti,,1458-669X,,Lauluni. Oi epätietoiset yöt monet tuskien vaivojen hetket Samuli S.,60,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122783
Suomen Kuvalehti,,1458-669X,,"Leimu: Eräälle neidolle. Kuule mua, tyttö kulta",189,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=2749
Suomen Kuvalehti,,1458-669X,,Leimu: Suomenmaa. Kuin ihana on Suomenmaa,189,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=2749
Suomen Kuvalehti,,1458-669X,,Lemmen voima. Syys-yönä lahden takana 0. Urn.,151,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122871
Suomen Kuvalehti,,1458-669X,,Lempi. Mi on lempi? Elon aate Knn.,150,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114623
Suomen Kuvalehti,,1458-669X,,Lintu lauloi... Lintu lauloi illan suussa S.,95,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10591
Suomen Kuvalehti,,1458-669X,,"Lintu, jos oisin. Oisin mä lintu pieni M.B.",78,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=21256
Suomen Kuvalehti,,1458-669X,,Loisen poika. Pimeessä ehkä pirtissä Erkko,81,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=110343
Suomen Kuvalehti,,1458-669X,,Lumiukon lauseita. Äsken häärivät tass ilomieliset poikaset työssä 0. Urn.,152,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122872
Suomen Kuvalehti,,1458-669X,,"Luoja tietää, sinä et. Nosta silmäs, ihminen O.Wrn.",176,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=99655
Suomen Kuvalehti,,1458-669X,,Maamiehen mietteet hallayönä. Päivän lietsonut tuuli on Pohjolan puolla K.K-ll-n.,75,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122800
Suomen Kuvalehti,,1458-669X,,Matka aurinkoon. Maast ihminen luo auringon Erkko,73,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=21255
Suomen Kuvalehti,,1458-669X,,Mistä tunsin armahani? Mistä tunsin armahani Törmä,83,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=8241
Suomen Kuvalehti,,1458-669X,,Morsian. (Mänkgut.) Emo siniliinan annoit tyttärelle Kari,63,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107401
Suomen Kuvalehti,,1458-669X,,"Neitoselleni. Mist oot, armas impyeni H-n T-a.",24,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=96115
Suomen Kuvalehti,,1458-669X,,Niemi: Ääni myrskyssä. Hetki teräs-siivillänsä kiitää aina edelleen,172,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=107787
Suomen Kuvalehti,,1458-669X,,Niin käy. Kun kerran sain ma kukkasen N.K.,91,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11026
Suomen Kuvalehti,,1458-669X,,Nuori vieras. Tuo nuori vieras pöydässä Eo.,166,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122877
Suomen Kuvalehti,,1458-669X,,Nurro: Emmilleni. Amor mua lempi-unelmissa,114,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=12730
Suomen Kuvalehti,,1458-669X,,Onko Tapani kotona? Joulu joukossa tulevi (Kuvalla),72,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10567
Suomen Kuvalehti,,1458-669X,,Pakkasen pakinoita. Valtia-herraks taas olen noussut Pohjolan maille Ol Wrn.,34,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=100994
Suomen Kuvalehti,,1458-669X,,Pesijä. On suvipäivän helle S.,96,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=100013
Suomen Kuvalehti,,1458-669X,,"Pieni mierolainen. Armas päivä paistaa, kohta S.",104,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=9007
Suomen Kuvalehti,,1458-669X,,Pikku Ellille. Usein ihmisiä maan Eo.,1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11060
Suomen Kuvalehti,,1458-669X,,Pimeitten päivien ajalta. Sä olet vapaa taas - niin mulle sanotaan,98,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10612
Suomen Kuvalehti,,1458-669X,,Puolen vuoden päästä. Hymyillen sanoit: Surus viihtynyt,68,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=99060
Suomen Kuvalehti,,1458-669X,,Rannan ruusu. Rannan ruusu tuoksuvainen Kostia,115,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=12731
Suomen Kuvalehti,,1458-669X,,Runon päitä. Kirjoittanut 0. Vrn. Säästäväisyyttä. Miks varkaita nyt harvoin suomitaan,101,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11032
Suomen Kuvalehti,,1458-669X,,Runon päitä. Simo sinisilmäinen 0. Wrn.,181,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=99280
Suomen Kuvalehti,,1458-669X,,Runonpäitä. Kun sinä pienemmät ilon-ainehet halvaksi arvaat 0. Wrn.,158,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122875
Suomen Kuvalehti,,1458-669X,,"Ruuti, E.: Nuorukainen. Oi kuinka armas aika nuoruuden",164,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=111378
Suomen Kuvalehti,,1458-669X,,Saaren Lotta. Kuustoista uuotta ummelleen tät ennen 0. Wrn.,44,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=89946
Suomen Kuvalehti,,1458-669X,,Salolta. Kun kuulin karjan kellon bs.,5,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=64624
Suomen Kuvalehti,,1458-669X,,Sampo-runo. Lappalain oli kyyttö-selkä,24,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=96115
Suomen Kuvalehti,,1458-669X,,Sanalasku. On ylpeyttä meidän naisissa,60,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122783
Suomen Kuvalehti,,1458-669X,,Sekasanomia. (runo Myrbergille v. 1829) Muistan vielä kuinka kerran,60,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122783
Suomen Kuvalehti,,1458-669X,,"Siljun silmät. Kaks on valtaa, sanotaan S.",97,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11030
Suomen Kuvalehti,,1458-669X,,Sonetteja. Hiljaan rauhallisna tuulen henki S.,110,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11035
Suomen Kuvalehti,,1458-669X,,Sonetti. Oi terve kevät! Talven valta joutaa 0. Wrn.,35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122767
Suomen Kuvalehti,,1458-669X,,Sonetti. Viel ovat kalvat sortamassa maita ae. ae.,1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=115046
Suomen Kuvalehti,,1458-669X,,"Sonnetteja kullalleni. Ukko, ilman isä, taivaassansa -x--kb-",190,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=105211
Suomen Kuvalehti,,1458-669X,,Sukkamiehen kosto. Lähteen luona tuoksussansa S.,94,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11027
Suomen Kuvalehti,,1458-669X,,"Suonio: Ma olin rikas. Ma olin rikas, kaikkein rikkahin",79,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=14719
Suomen Kuvalehti,,1458-669X,,Suonio: Nimetön sormi. Sai nimen sormet kaikki,85,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=57487
Suomen Kuvalehti,,1458-669X,,Suonio: Pimeitten päivien ajalta. Minuhun kerta katsoit ja virkoit Olen sun,97,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11030
Suomen Kuvalehti,,1458-669X,,Suonio: Pimeitten päivien ajalta. Mun sielun onpi niinkuin erämaan,104,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=9007
Suomen Kuvalehti,,1458-669X,,Suonio: Pimeitten päivien ajalta. Oi kiitos kaikesta onnestain,100,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10613
Suomen Kuvalehti,,1458-669X,,Suonio: Pää pystyyn. Pää pystyyn vaan,76,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=64100
Suomen Kuvalehti,,1458-669X,,Suonio: Rouva Winterhjelmin muistikirjaan. Ujona suomalaisuus seisoo vielä (Ku- valla.),74,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=18915
Suomen Kuvalehti,,1458-669X,,Suvella. Kas vaihtuvina väikkyy L.,86,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=4397
Suomen Kuvalehti,,1458-669X,,Sä olet mun. Sä olet mun Teräs,149,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122870
Suomen Kuvalehti,,1458-669X,,"Taiteelle tervehdys. (Prologi eräissä taidearpajaisissa, Maalisk. 25 p.) Ken on se, joka elon virren hiekkaa G. Lbk.",8,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=8711
Suomen Kuvalehti,,1458-669X,,Talvi ja kesä. Kun talvi tuli tuiskullaan K-i.,90,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10589
Suomen Kuvalehti,,1458-669X,,Talvimatka. Mikä loiste kaikkialla bs.,2,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=37764
Suomen Kuvalehti,,1458-669X,,Teräs: Onneton. Miksi näin synkkä on eloni tie,191,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=101884
Suomen Kuvalehti,,1458-669X,,Toiveita. Jos mielen aina tyyni oisi 0. Wrn.,177,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=21719
